datetime,open,high,low,close,volume
2005-05-25,15.84000,15.95000,15.71333,15.76667,28449600
2005-05-26,15.81667,15.83333,15.74000,15.77000,21861900
2005-05-27,15.74667,15.77333,15.72000,15.75667,16855800
2005-05-31,15.81667,15.82333,15.71000,15.74333,34217400
2005-06-01,15.75,16.056667,15.74667,15.97333,32808600
2005-06-02,15.94667,16.14667,15.94333,16.073334,28473600
2005-06-03,16.033333,16.053333,15.76333,15.78333,31570500
2005-06-06,15.78333,16.046667,15.73667,15.91000,26655000
2005-06-07,15.98333,16.030001,15.91333,15.92000,24965100
2005-06-08,15.96000,15.96000,15.76667,15.85667,24978000
2005-06-09,15.85000,16.033333,15.81667,15.94000,28455300
2005-06-10,15.93333,16.010000,15.88000,15.99333,26068200
2005-06-13,16,16.23667,15.99667,16.093332,36819900
2005-06-14,16.14000,16.57000,16.13333,16.56000,48462300
2005-06-15,16.67000,16.76667,16.46333,16.61667,47348700
2005-06-16,16.56667,16.65000,16.41000,16.45000,30279600
2005-06-17,16.58333,16.58333,16.21000,16.31000,52748700
2005-06-20,16.18667,16.32000,16.18333,16.28667,22887600
2005-06-21,16.33333,16.36333,16.17000,16.17667,25502100
2005-06-22,16.23333,16.31000,16.10000,16.26333,31806300
2005-06-23,16.26333,16.29667,15.93333,15.96000,33543000
2005-06-24,15.94000,15.95000,15.74667,15.79000,47136600
2005-06-27,15.79000,15.90000,15.78667,15.84000,23942700
2005-06-28,15.90000,16.21333,15.88667,16.14333,28179600
2005-06-29,16.20000,16.35000,16.16667,16.18000,30888600
2005-06-30,16.11333,16.33333,16.023333,16.066668,31485600
2005-07-01,16.083332,16.17667,16.049999,16.093332,28598100
2005-07-05,16.46667,16.63333,16.42000,16.60000,46103400
2005-07-06,16.64000,16.64333,16.40667,16.46000,32560200
2005-07-07,16.35000,16.62667,16.33333,16.50333,35145000
2005-07-08,16.46000,16.66667,16.41667,16.63333,28125900
2005-07-11,16.61667,16.69333,16.53333,16.60000,26645400
2005-07-12,16.55333,16.74333,16.54333,16.69667,25957500
2005-07-13,16.65000,16.74667,16.63000,16.71333,26315700
2005-07-14,16.77333,16.89667,16.70333,16.83667,30251400
2005-07-15,16.78667,16.80667,16.65333,16.75,27285000
2005-07-18,16.72667,16.78333,16.65000,16.66333,24127500
2005-07-19,16.66333,16.71667,16.52000,16.58667,28731000
2005-07-20,16.51667,16.68667,16.43333,16.66667,27474600
2005-07-21,16.56667,16.56667,16.33333,16.46333,37496100
2005-07-22,16.49667,16.57333,16.42000,16.51333,23209800
2005-07-25,16.51333,16.62333,16.43667,16.48333,19796100
2005-07-26,16.54667,16.62333,16.50667,16.51000,22295400
2005-07-27,16.50333,16.67000,16.48333,16.60000,20080500
2005-07-28,16.65000,16.66000,16.51667,16.60667,19548000
2005-07-29,16.56667,16.66333,16.44333,16.45000,20447100
2005-08-01,16.54000,16.58333,16.48000,16.51000,20832900
2005-08-02,16.55000,16.62333,16.48333,16.60000,18990600
2005-08-03,16.51000,16.58000,16.49000,16.56000,31755900
2005-08-04,16.56333,16.61333,16.41333,16.43000,27796800
2005-08-05,16.36667,16.53333,16.34333,16.44000,27855900
2005-08-08,16.49333,16.51333,16.36667,16.38333,21678600
2005-08-09,16.38333,16.52000,16.36333,16.40667,23391600
2005-08-10,16.43667,16.58333,16.25333,16.28000,32913300
2005-08-11,16.34333,16.43333,16.21667,16.31667,28682700
2005-08-12,16.27333,16.36667,16.18667,16.23333,30896400
2005-08-15,16.27333,16.38333,16.16667,16.36667,31035600
2005-08-16,16.020000,16.066668,15.71667,15.85667,89274900
2005-08-17,15.77000,15.87000,15.70333,15.70333,35434800
2005-08-18,15.72667,15.82000,15.5,15.74667,25431600
2005-08-19,15.79333,15.79333,15.50333,15.52667,43331400
2005-08-22,15.62000,15.73000,15.44333,15.55667,30666600
2005-08-23,15.47667,15.55000,15.43333,15.44667,26470200
2005-08-24,15.45000,15.48667,15.15667,15.18333,46920300
2005-08-25,15.27667,15.31667,15.053333,15.096667,37700700
2005-08-26,15.10667,15.35000,15.070000,15.23333,43791000
2005-08-29,15.14667,15.31667,15.096667,15.21667,31727400
2005-08-30,15.12000,15.16667,14.91667,15.063333,68980500
2005-08-31,15.096667,15.10000,14.90000,14.98667,65643600
2005-09-01,14.98333,15.046667,14.90667,15,50821800
2005-09-02,15.050000,15.060000,14.84333,14.85000,35389200
2005-09-06,14.95000,15.24333,14.93333,15.23000,50834400
2005-09-07,15.27667,15.32667,15.12000,15.28667,40037100
2005-09-08,15.20000,15.28667,15.10667,15.28667,31632900
2005-09-09,15.21667,15.37333,14.96667,15.29667,32341500
2005-09-12,15.24000,15.37667,15.18333,15.29667,34302900
2005-09-13,15.49333,15.49333,15.010000,15.023333,49302300
2005-09-14,15.060000,15.10000,14.85667,14.90000,46088700
2005-09-15,14.90000,14.93333,14.74333,14.77333,55333200
2005-09-16,14.73667,14.82333,14.61000,14.62333,290360400
2005-09-19,14.66667,14.74667,14.60667,14.67000,102286500
2005-09-20,14.69333,14.71667,14.36333,14.40333,78952500
2005-09-21,14.34000,14.38000,14.14333,14.16333,81564000
2005-09-22,14.15000,14.51000,14.10333,14.39667,66570000
2005-09-23,14.43333,14.55000,14.29000,14.40000,54646200
2005-09-26,14.59000,14.61000,14.34000,14.37000,46870500
2005-09-27,14.48333,14.48333,14.30000,14.36667,43078500
2005-09-28,14.35000,14.46667,14.25333,14.37667,55667700
2005-09-29,14.43000,14.52667,14.33667,14.51333,48048000
2005-09-30,14.49333,14.62333,14.45000,14.60667,40959900
2005-10-03,14.71667,14.80667,14.56333,14.58667,49841700
2005-10-04,14.58667,14.76333,14.58667,14.61667,41394600
2005-10-05,14.65667,14.65667,14.5,14.5,42729600
2005-10-06,14.65000,14.81667,14.43333,14.64333,61397100
2005-10-07,14.67333,14.74333,14.58333,14.67667,36778200
2005-10-10,14.89000,15,14.81667,14.84667,56706300
2005-10-11,14.99667,15.066667,14.85000,15.0066671,51459900
2005-10-12,15.020000,15.050000,14.86667,14.98000,47223900
2005-10-13,14.96667,15.033333,14.87000,14.92000,37367700
2005-10-14,15.060000,15.086667,14.86667,15.013333,35573400
2005-10-17,15.093333,15.096667,14.94667,15.080000,29382900
2005-10-18,15.066667,15.16667,15.013333,15.043333,35964300
2005-10-19,15.043333,15.35667,14.92667,15.33000,51174600
2005-10-20,15.38333,15.52333,15.13333,15.20000,56780400
2005-10-21,15.26000,15.36667,15.20000,15.24000,40101900
2005-10-24,15.36333,15.45000,15.23667,15.40333,31100400
2005-10-25,15.32000,15.36000,15.083333,15.13000,44937300
2005-10-26,15.056667,15.32667,15.020000,15.19333,35736300
2005-10-27,15.14667,15.22667,14.90667,14.91333,37290900
2005-10-28,14.99667,15.18333,14.92000,15.16667,37059000
2005-10-31,15.36667,15.85000,15.33000,15.77000,67505100
2005-11-01,15.70667,15.74333,15.61000,15.66333,35350500
2005-11-02,15.58333,15.92333,15.53667,15.85333,37675200
2005-11-03,16,16.043333,15.71000,15.81667,48085500
2005-11-04,15.80000,15.91667,15.69333,15.89667,31394100
2005-11-07,15.97333,16.063334,15.91667,16.016666,36525300
2005-11-08,15.93333,15.95000,15.79000,15.87000,22518600
2005-11-09,15.84333,16.12333,15.77333,16.066668,40248600
2005-11-10,16.083332,16.43333,16.049999,16.34667,56812800
2005-11-11,16.38667,16.49333,16.25667,16.33333,36355800
2005-11-14,16.47000,16.56333,16.33667,16.43333,41502600
2005-11-15,16.26667,16.37333,16.10333,16.26000,50548800
2005-11-16,16.26000,16.40000,16.11000,16.29333,35256600
2005-11-17,16.34667,16.43333,16.28667,16.41333,20110500
2005-11-18,16.55333,16.60000,16.33667,16.5,39458400
2005-11-21,16.51333,16.60000,16.47000,16.54000,29520600
2005-11-22,16.44667,16.74333,16.24000,16.73333,46448100
2005-11-23,16.76667,16.90667,16.69000,16.85667,35713800
2005-11-25,16.89667,16.95667,16.77333,16.83000,18951900
2005-11-28,16.87333,16.88667,16.61000,16.66667,50079300
2005-11-29,16.67000,16.70000,16.27333,16.33667,55448700
2005-11-30,16.37333,16.39333,16.17667,16.18667,35310000
2005-12-01,16.19667,16.25,15.84333,16.010000,71648400
2005-12-02,15.94333,16.15333,15.83667,15.99000,32855100
2005-12-05,15.96333,15.96333,15.69667,15.71333,60200100
2005-12-06,15.80333,15.97333,15.77333,15.87333,61566000
2005-12-07,15.93333,16.020000,15.80667,15.91667,32310600
2005-12-08,15.92000,15.96000,15.83333,15.90000,37084200
2005-12-09,15.86667,16.15333,15.86000,16.026667,33551400
2005-12-12,16.11667,16.29333,16.10000,16.22667,46386000
2005-12-13,16.13333,16.57000,16.12000,16.49000,60882600
2005-12-14,16.48667,16.56333,16.38000,16.50333,36879600
2005-12-15,16.46000,16.51667,16.27333,16.42000,27640200
2005-12-16,16.52667,16.54333,16.35000,16.42333,37848000
2005-12-19,16.37333,16.58000,16.30000,16.32000,28374000
2005-12-20,16.28000,16.31667,16.14667,16.20000,28017600
2005-12-21,16.28333,16.31333,16.15667,16.21667,23397300
2005-12-22,16.21667,16.26667,16.12000,16.20000,20097000
2005-12-23,16.16667,16.19333,16.056667,16.11333,21472200
2005-12-27,16.13667,16.15000,15.78667,15.91000,39196500
2005-12-28,15.94667,16.10000,15.91667,15.94667,21787500
2005-12-29,15.95667,16.0066662,15.80667,15.82667,23161800
2005-12-30,15.82333,15.82333,15.58333,15.60000,31269600
2006-01-03,15.45333,15.55333,15.19000,15.41000,70240500
2006-01-04,15.41333,15.5,15.36667,15.44000,42261600
2006-01-05,15.33333,15.46667,15.096667,15.23000,62274600
2006-01-06,15.23000,15.29333,15.033333,15.29333,63389400
2006-01-09,15.29667,15.38333,15.18667,15.23667,44632200
2006-01-10,15.16667,15.34333,15.15333,15.28667,40266600
2006-01-11,15.35333,15.53333,15.25333,15.52333,42537900
2006-01-12,15.41667,15.46333,15.22333,15.24667,34275000
2006-01-13,15.22667,15.29667,15.10333,15.13333,30777900
2006-01-17,15.13333,15.14000,14.90000,14.98333,51353700
2006-01-18,14.88333,15.13000,14.87000,15.060000,39574800
2006-01-19,15.060000,15.29667,15.020000,15.26667,54424800
2006-01-20,15.21333,15.23333,14.93667,15,58060800
2006-01-23,15,15.15667,14.84667,15.083333,46833000
2006-01-24,15.18333,15.30333,15.16667,15.24000,54557400
2006-01-25,15.23333,15.39000,15.22000,15.32333,56959500
2006-01-26,15.40333,15.50333,15.27667,15.44000,50395500
2006-01-27,15.33000,15.50667,14.96000,15.28000,40157700
2006-01-30,15.46667,15.65000,15.40333,15.47000,45807000
2006-01-31,15.48000,15.51000,15.34333,15.37000,38776200
2006-02-01,15.35000,15.46000,15.19000,15.38000,45579000
2006-02-02,15.43333,15.49333,15.15667,15.42667,55539300
2006-02-03,15.33000,15.40333,15.14667,15.16333,33988500
2006-02-06,15.14667,15.17000,15.016667,15.026667,36554400
2006-02-07,15,15.15667,14.89333,14.91333,48569400
2006-02-08,14.92667,15.17000,14.84000,15.13333,37033800
2006-02-09,15.16000,15.32333,15.11000,15.23333,39395400
2006-02-10,15.20000,15.31667,15.10333,15.25,24113100
2006-02-13,15.15667,15.27333,15.15667,15.17000,21484200
2006-02-14,15.14000,15.54667,15.093333,15.48333,44617200
2006-02-15,15.43000,15.64333,15.29667,15.63000,35505900
2006-02-16,15.61667,15.67333,15.45000,15.54333,27223200
2006-02-17,15.54333,15.54333,15.26667,15.36667,46065600
2006-02-21,15.23667,15.48667,15.15667,15.24667,46122900
2006-02-22,15.31000,15.33000,15.14667,15.16000,29732100
2006-02-23,15.16667,15.31667,15.11333,15.23333,44479200
2006-02-24,15.23333,15.25,15.086667,15.15000,28956600
2006-02-27,15.18333,15.29333,15.18333,15.25333,27155100
2006-02-28,15.19000,15.27000,15.073333,15.12000,36906900
2006-03-01,15.12000,15.17000,15.010000,15.050000,36126000
2006-03-02,15.0033331,15.16000,14.97667,15.020000,37555800
2006-03-03,14.95667,15.16667,14.95333,15.11000,28525800
2006-03-06,15.16333,15.18000,14.99000,15.040000,29247900
2006-03-07,15.063333,15.12000,15.016667,15.090000,33739500
